Date	Hour	Temp [C]	Prec [mm]	RHave [%]	Wind [m/s]	Rad (W/m^2)
25/01/2013	02	4.6	0	86	2.6	0
25/01/2013	03	4	0	87	1.9	0
25/01/2013	04	4.3	0	81	2.2	3.7
25/01/2013	05	4.9	0	80	1.5	0
25/01/2013	06	4.6	0	83	2.6	2.5
25/01/2013	07	3.6	0	83	2	0
25/01/2013	08	3.7	0	82	1.8	82.6
25/01/2013	09	5.5	0	76	3.4	166.9
25/01/2013	10	6.5	0	66	5	252.2
25/01/2013	11	8.1	0	58	4.6	475.4
25/01/2013	12	8.9	0	54	5.4	499.2
25/01/2013	13	9	0	51	5	449.1
25/01/2013	14	8.3	0	50	4.5	297.5
25/01/2013	15	8	0	52	4.6	227.6
25/01/2013	16	6.8	0	54	2.8	66
25/01/2013	17	4.8	0	65	1.2	0
25/01/2013	18	3.2	0	75	1	0
25/01/2013	19	1.8	0	80	1.8	0
25/01/2013	20	0.8	0	83	1.1	0
25/01/2013	21	0.8	0	83	1.8	0
25/01/2013	22	1.1	0	78	1.3	3.2
26/01/2013	23	1.5	0	79	0.9	0
26/01/2013	00	0.7	0	85	0.5	0
26/01/2013	01	0.4	0	88	0.9	0.2
26/01/2013	02	1	0	84	1	0
26/01/2013	03	0.7	0	88	1	0
26/01/2013	04	0.2	0	90	1.3	3.5
26/01/2013	05	0	0	90	1.7	0.9
26/01/2013	06	0.2	0	91	1.5	0
26/01/2013	07	0.7	0	88	1.5	0
26/01/2013	08	0.9	0	85	1.2	32.1
26/01/2013	09	1.7	0	82	1	108
26/01/2013	10	3.9	0	71	2.6	317.1
26/01/2013	11	5.1	0	64	2.9	426
26/01/2013	12	5.6	0	58	2.1	462.5
26/01/2013	13	6	0	57	1.9	433.2
26/01/2013	14	6.1	0	58	2.2	327.5
26/01/2013	15	5.8	0	59	1.7	193.6
26/01/2013	16	4.8	0	61	1.1	51.9
26/01/2013	17	2.5	0	74	1.8	0
26/01/2013	18	1.4	0	74	0.5	0
26/01/2013	19	-0.5	0	83	1	0.7
26/01/2013	20	-1.4	0	90	0.7	0.2
26/01/2013	21	-1.5	0	91	1.1	0
26/01/2013	22	-1.9	0	92	1	0
27/01/2013	23	-2.1	0	92	1.3	0
27/01/2013	00	-2.5	0	92	1.7	0
27/01/2013	01	-2.4	0	91	1.2	0
27/01/2013	02	-2.7	0	91	2.4	0
27/01/2013	03	-2.7	0	89	2.6	0
27/01/2013	04	-3.3	0	89	1.9	0
27/01/2013	05	-3.9	0	90	1	1.4
27/01/2013	06	-4.4	0	92	1.3	0
27/01/2013	07	-4.7	0	92	1.1	4.2
27/01/2013	08	-3.3	0	91	1.3	106.9
27/01/2013	09	-0.9	0	85	2.2	227.1
27/01/2013	10	1.2	0.2	78	2.3	369.9
27/01/2013	11	2.8	0	73	2.5	408.3
27/01/2013	12	4.5	0	70	1.8	486.9
27/01/2013	13	6	0	62	0.9	466.2
27/01/2013	14	6.8	0	58	0.7	354.2
27/01/2013	15	6.8	0	59	0.8	201.7
27/01/2013	16	5.1	0	66	0.7	50.8
27/01/2013	17	3.2	0	71	0.5	0
27/01/2013	18	1.2	0	86	1.4	0
27/01/2013	19	-0.9	0	92	1	0
27/01/2013	20	-1.6	0	93	0.3	0.9
27/01/2013	21	-1.6	0	94	0.3	2.5
27/01/2013	22	-1.3	0	94	1.1	3
28/01/2013	23	-0.7	0	93	0.6	0.5
28/01/2013	00	-0.5	0	94	0.4	0
28/01/2013	01	-0.3	0	94	1	0
28/01/2013	02	0	0	94	1.7	0
28/01/2013	03	0.2	0	94	2.2	0
28/01/2013	04	0.5	0	93	2.3	0.2
28/01/2013	05	0.8	0	93	2.9	0.7
28/01/2013	06	1.4	0.2	92	3.7	3.9
28/01/2013	07	1.9	0.6	92	2.1	3.2
28/01/2013	08	2	0.6	91	0.3	8.1
28/01/2013	09	2.1	0.4	90	1.3	29.8
28/01/2013	10	2.5	0.6	91	1.8	50.5
28/01/2013	11	2.9	0.6	90	2.5	54.2
28/01/2013	12	2.9	0.8	90	3.4	75.5
28/01/2013	13	2.8	0.6	91	2.4	55.6
28/01/2013	14	2.9	0.4	91	1.7	39.7
28/01/2013	15	3	0.4	91	2.1	18.2
28/01/2013	16	2.7	0.8	91	3.1	10.8
28/01/2013	17	2.1	0.2	92	4	1.8
28/01/2013	18	1.7	0	92	2.1	0
28/01/2013	19	1	0	92	3.7	0
28/01/2013	20	0.9	0	93	5.1	0
28/01/2013	21	1.2	0	93	4	2.3
28/01/2013	22	1.7	0	93	3.8	3.2
29/01/2013	23	1.7	0	92	3.2	0
29/01/2013	00	1.7	0	91	4	0
29/01/2013	01	1.9	0	90	2.4	0
29/01/2013	02	1.9	0	90	2.5	0
29/01/2013	03	0.8	0	91	4.6	0
29/01/2013	04	0	0	93	4.8	8.8
29/01/2013	05	-0.2	0	93	5.2	0
29/01/2013	06	-0.2	0	94	5.3	0.7
29/01/2013	07	-0.1	0	94	5.5	2.1
29/01/2013	08	0.1	0	94	4.3	26.5
29/01/2013	09	0.5	0	94	4.5	67.4
29/01/2013	10	1	0	94	5.1	109.4
29/01/2013	11	1.6	0	93	4.9	128.8
29/01/2013	12	2.1	0	93	4	153
29/01/2013	13	2.7	0	93	3.7	155.5
29/01/2013	14	3.3	0	90	3.6	107.5
29/01/2013	15	3.4	0	89	1.9	45.9
29/01/2013	16	3.3	0	90	3.2	24.2
29/01/2013	17	3.1	0	90	2.8	6.9
29/01/2013	18	2.9	0	90	2.6	0
29/01/2013	19	2.7	0	91	2.3	0
29/01/2013	20	2.3	0	92	1.9	1.8
29/01/2013	21	2	0	92	1.6	0
29/01/2013	22	1.7	0	93	2.1	4.2
30/01/2013	23	1.6	0	93	2.2	2.3
30/01/2013	00	1.3	0	93	3.2	1.4
30/01/2013	01	1	0	94	2.8	0
30/01/2013	02	0.7	0	94	1.5	2.3
30/01/2013	03	0.7	0	94	0.4	0
30/01/2013	04	0.7	0	94	0.9	0
30/01/2013	05	0.8	0	94	1.2	1.2
30/01/2013	06	0.8	0	94	2	0
30/01/2013	07	0.7	0	94	1.8	0
30/01/2013	08	1	0	94	2.1	29.3
30/01/2013	09	1.3	0	94	1.7	50.5
30/01/2013	10	1.9	0	93	0.5	91.4
30/01/2013	11	2.5	0	93	1.1	108
30/01/2013	12	2.7	0.2	93	0.7	91.4
30/01/2013	13	2.9	0	93	0.4	89.5
30/01/2013	14	3.2	0	93	0.8	80.3
30/01/2013	15	3.2	0	93	1	52.2
30/01/2013	16	3.1	0	93	0.6	16.4
30/01/2013	17	2.9	0	93	1	0
30/01/2013	18	2.8	0	93	0.6	0
30/01/2013	19	2.8	0	93	0.4	0
30/01/2013	20	2.7	0	93	1.2	0
30/01/2013	21	2.5	0	93	0.8	0
30/01/2013	22	2.4	0	93	1.4	0
31/01/2013	23	2.3	0	93	1.3	0
31/01/2013	00	2	0	93	0.6	0
31/01/2013	01	1.8	0	94	1.7	2.8
31/01/2013	02	2	0	94	1.2	0
31/01/2013	03	2.1	0	93	2.4	0
31/01/2013	04	2.3	0	94	2.1	1.2
31/01/2013	05	2.2	0	94	2.6	0
31/01/2013	06	1.9	0	94	2.8	0
31/01/2013	07	2	0	94	3.2	0
31/01/2013	08	2.4	0	94	1.5	23.8
31/01/2013	09	2.8	0	93	2.1	52.8
31/01/2013	10	3.1	0	93	2.8	109.9
31/01/2013	11	3.3	0	93	2.3	118.9
31/01/2013	12	3.7	0	93	1.7	113.1
31/01/2013	13	3.8	0	93	1	123.7
31/01/2013	14	3.8	0	93	1.5	108.7
31/01/2013	15	3.9	0	93	1.9	63.7
31/01/2013	16	4	0	93	1.5	16.8
31/01/2013	17	3.8	0	93	1.2	4.8
31/01/2013	18	3.6	0	93	0.9	0
31/01/2013	19	3.3	0	93	0.7	0.7
31/01/2013	20	3.3	0	93	2.1	0
31/01/2013	21	3.1	0	93	2.2	0.5
31/01/2013	22	2.9	0	93	2.3	0
01/02/2013	23	2.7	0	94	2.4	1.2
01/02/2013	00	2.4	0	94	2.5	0
01/02/2013	01	2	0	94	3.2	3.5
01/02/2013	02	1.6	0	94	2.2	3.9
01/02/2013	03	1.5	0	94	2.3	3
01/02/2013	04	1.4	0	94	3.2	1.6
01/02/2013	05	1.1	0	94	2.3	0
01/02/2013	06	0.9	0	94	2.3	0
01/02/2013	07	0.7	0	94	1.4	0
01/02/2013	08	0.6	0	94	1.5	23.3
01/02/2013	09	1.3	0	94	1.7	54.5
01/02/2013	10	2	0	94	1.5	82.6
01/02/2013	11	2.6	0	93	1.4	96.5
01/02/2013	12	3	0	93	1.1	108.5
01/02/2013	13	3.1	0	93	1.5	89.8
01/02/2013	14	3.3	0	93	1.3	73.4
01/02/2013	15	3.4	0	93	1.5	49.2
01/02/2013	16	3.2	0	93	1	15
01/02/2013	17	2.9	0	93	1	0
01/02/2013	18	2.8	0	93	1	0
01/02/2013	19	2.7	0	93	0.5	0
01/02/2013	20	2.7	0	93	1	0
01/02/2013	21	2.7	0	93	0.6	0
01/02/2013	22	2.8	0	93	0.2	0
02/02/2013	23	2.8	0	93	0.7	0
02/02/2013	00	2.8	0	93	0.8	0
02/02/2013	01	2.8	0.2	93	1.2	0
02/02/2013	02	2.8	0	93	0.7	0
02/02/2013	03	2.9	0	93	0.4	2.3
02/02/2013	04	3	0	93	0.4	6.2
02/02/2013	05	3	0	93	0.1	0
02/02/2013	06	3	0	93	1.6	0
02/02/2013	07	3.1	0	93	0.6	0
02/02/2013	08	3.4	0	93	1.7	18.5
02/02/2013	09	3.7	0	93	3.4	40.8
02/02/2013	10	4	0	93	4.5	40.8
02/02/2013	11	4	1.2	93	6	36.7
02/02/2013	12	4.2	1	93	4.9	50.1
02/02/2013	13	4.1	3.6	93	5.1	14.5
02/02/2013	14	4	3.2	93	4.9	12.5
02/02/2013	15	4	2.6	93	7	5.5
02/02/2013	16	4.1	2.2	93	7.6	3.5
02/02/2013	17	4.9	1.6	93	5.1	2.1
02/02/2013	18	5.2	1.6	91	7	0
02/02/2013	19	4.4	2.2	91	5.4	0
02/02/2013	20	3.5	3.6	91	5	0
02/02/2013	21	2.9	3.2	92	3	6.7
02/02/2013	22	2.1	2.8	92	3	0
03/02/2013	23	1.9	2.2	93	4.6	0
03/02/2013	00	2.3	1.2	92	3.6	0
03/02/2013	01	2.6	0.2	92	2.3	0
03/02/2013	02	2.6	0	92	4	0
03/02/2013	03	2.2	0	92	1.5	2.3
03/02/2013	04	2.8	0	90	2.3	5.5
03/02/2013	05	3.3	0	88	2.3	0
03/02/2013	06	2.9	0	89	3.2	0
03/02/2013	07	2.9	0	90	3.2	0
03/02/2013	08	3.1	0	89	2.9	34.8
03/02/2013	09	3.8	0	88	4.6	114.2
03/02/2013	10	6.5	0	80	5.3	374.6
03/02/2013	11	8.2	0	74	3.8	530.3
03/02/2013	12	9.4	0	66	2.9	537.5
03/02/2013	13	10.2	0	56	1.5	515.3
03/02/2013	14	10.9	0	50	1.3	427.2
03/02/2013	15	11.2	0	47	1.6	276.2
03/02/2013	16	10.2	0	50	1.3	86.3
03/02/2013	17	7.4	0	68	1.6	0
03/02/2013	18	4.7	0	74	1.6	0
03/02/2013	19	2.7	0	81	2	0
03/02/2013	20	1.8	0	82	1.7	0
03/02/2013	21	0.8	0	84	2	0
03/02/2013	22	-0.1	0	87	1.7	0
04/02/2013	23	-0.5	0	87	1.6	0.5
04/02/2013	00	0	0	86	1.5	0
04/02/2013	01	0	0	84	1.1	0
04/02/2013	02	-0.5	0	85	1.6	0
04/02/2013	03	-0.1	0	83	0.9	0
04/02/2013	04	-0.1	0	82	1.2	0
04/02/2013	05	-0.3	0	84	1.1	0
04/02/2013	06	-1.1	0	89	2.5	0
04/02/2013	07	-1	0	85	1.2	4.8
04/02/2013	08	0.5	0	78	1.7	129.2
04/02/2013	09	3.5	0.2	71	1.6	312
04/02/2013	10	7.1	0	57	1.8	444.5
04/02/2013	11	9.5	0	45	2	527.6
04/02/2013	12	10.8	0	36	2.1	565.6
04/02/2013	13	11.7	0	32	1.5	529.4
04/02/2013	14	12.1	0	30	1	427.6
04/02/2013	15	13	0	27	0.5	274.2
04/02/2013	16	11.8	0	30	0.6	80.8
04/02/2013	17	9	0	43	1.9	4.4
04/02/2013	18	6.8	0	54	1.5	0
04/02/2013	19	5.3	0	58	0.7	0
04/02/2013	20	3.1	0	71	0.7	0
04/02/2013	21	2	0	75	1.8	0
04/02/2013	22	1.5	0	78	0.5	0
05/02/2013	23	1	0	80	0.9	0
05/02/2013	00	-0.3	0	87	0.3	0
05/02/2013	01	-0.5	0	89	0.8	0
05/02/2013	02	-0.6	0	91	1.8	0
05/02/2013	03	0.8	0	85	0.7	0
05/02/2013	04	0.5	0	86	0.6	0.9
05/02/2013	05	0.1	0	88	0.4	0
05/02/2013	06	-0.1	0	91	2.2	0
05/02/2013	07	0.5	0	91	2	8.3
05/02/2013	08	1.3	0	91	0.8	93
05/02/2013	09	2	0	90	1.6	194.5
05/02/2013	10	3.8	0	85	1.7	252.5
05/02/2013	11	5.6	0	81	1.2	360.5
05/02/2013	12	7.2	0	77	0.8	259.6
05/02/2013	13	8.3	0	73	1.7	303.2
05/02/2013	14	8.9	0	72	2.3	228.7
05/02/2013	15	8.8	0	73	1.7	144.7
05/02/2013	16	8	0	78	1	40.8
05/02/2013	17	6.4	0	84	0.9	0
05/02/2013	18	4.7	0	90	0.4	0
05/02/2013	19	3.5	0	92	1.4	3.2
05/02/2013	20	3	0	92	2.5	0
05/02/2013	21	2.9	0	93	3.1	0
05/02/2013	22	2.4	0	93	3.6	0
06/02/2013	23	2.4	0	89	3	0
06/02/2013	00	2.5	0	87	0.8	0
06/02/2013	01	1.4	0	89	0.4	0
06/02/2013	02	0.4	0	90	1.9	0
06/02/2013	03	0.1	0	91	1.5	0.9
06/02/2013	04	0.3	0	91	2.9	0
06/02/2013	05	1	0.2	91	3.1	3.9
06/02/2013	06	1.7	0.4	91	4.2	0
06/02/2013	07	2.4	0.2	90	3	6.5
06/02/2013	08	3	0	90	3.9	13.2
06/02/2013	09	3.7	0	88	4.3	41.8
06/02/2013	10	5.4	0	83	4.2	274.9
06/02/2013	11	7.2	0	77	5.7	494.1
06/02/2013	12	8.4	0	69	7.4	517.9
06/02/2013	13	9.4	0	61	6.9	515.3
06/02/2013	14	10.1	0	56	4.5	433.9
06/02/2013	15	10	0	57	3.9	270.9
06/02/2013	16	7.8	0	69	6.8	87.2
06/02/2013	17	4.4	0	82	3.7	0
06/02/2013	18	3.3	0	86	5.1	0
06/02/2013	19	2.4	0	87	0.8	0
06/02/2013	20	1.2	0	91	0.3	0
06/02/2013	21	0.3	0	93	0.2	0
06/02/2013	22	0.1	0	93	1.4	0
07/02/2013	23	0.6	0	93	1.6	0
07/02/2013	00	0.6	0	93	1.2	0
07/02/2013	01	-0.4	0	93	2.1	0
07/02/2013	02	-0.3	0	93	1.8	1.4
07/02/2013	03	0.2	0	93	2.7	5.8
07/02/2013	04	0.7	0	92	2.5	0
07/02/2013	05	1.1	0.2	91	2.9	1.6
07/02/2013	06	1.7	0	88	4	3.7
07/02/2013	07	2.1	0	85	3.7	5.8
07/02/2013	08	2.5	0	84	4.2	47.8
07/02/2013	09	3.2	0	83	5.8	173.3
07/02/2013	10	4.6	0	79	5.9	374.3
07/02/2013	11	5.7	0	75	4.6	466.6
07/02/2013	12	6.8	0	67	3.4	492.7
07/02/2013	13	7.7	0	62	3.7	484.2
07/02/2013	14	8.1	0	58	3.2	414
07/02/2013	15	8.1	0	58	2	226.4
07/02/2013	16	7.5	0	62	2.6	80.5
07/02/2013	17	5.8	0	71	1.7	12.2
07/02/2013	18	4.3	0	77	1.3	0
07/02/2013	19	3.3	0	81	0.3	0
07/02/2013	20	2.5	0	84	0.7	0
07/02/2013	21	2.4	0	86	1.2	0
07/02/2013	22	1.8	0	88	0.7	1.2
08/02/2013	23	0.3	0	89	1.7	1.4
08/02/2013	00	-0.7	0	91	1.6	0
08/02/2013	01	-0.3	0	91	2.2	0
08/02/2013	02	-0.2	0	89	2.2	0
08/02/2013	03	-0.8	0	89	2.7	0
08/02/2013	04	-1.2	0	87	2.3	0
08/02/2013	05	-1.8	0	88	1.9	0
08/02/2013	06	-2.6	0	89	1.5	0
08/02/2013	07	-2.9	0	90	1.7	7.8
08/02/2013	08	-2.1	0	89	2.6	92.8
08/02/2013	09	1.3	0	85	2.7	335.1
08/02/2013	10	4.6	0	73	3.1	458.3
08/02/2013	11	6.5	0	64	3.3	543.5
08/02/2013	12	8	0	53	3	568.6
08/02/2013	13	8.5	0	41	2.6	459.9
08/02/2013	14	8.2	0	41	1.5	319.4
08/02/2013	15	8.4	0	39	2.8	324.5
08/02/2013	16	7	0	44	2.4	103.2
08/02/2013	17	3	0	63	1.2	3.9
08/02/2013	18	1.7	0	67	1.7	0
08/02/2013	19	1.2	0	66	2.1	0
08/02/2013	20	0.8	0	66	1.8	0
08/02/2013	21	-0.2	0	71	1.2	0.9
08/02/2013	22	-0.1	0	70	1.6	0
09/02/2013	23	1.6	0	62	2.4	1.2
09/02/2013	00	0.5	0	72	3.4	0
09/02/2013	01	3.1	0	60	5.2	0.2
09/02/2013	02	2.6	0	65	0.6	0
09/02/2013	03	1	0	73	1.5	0
09/02/2013	04	1.5	0	72	3.5	0
09/02/2013	05	2.3	0	74	4	0
09/02/2013	06	1.3	0	80	4.1	0
09/02/2013	07	0.4	0	82	2.8	8.3
09/02/2013	08	0.4	0	79	1.4	139.9
09/02/2013	09	1.9	0	75	0.6	278.8
09/02/2013	10	4.3	0	66	1.6	445.2
09/02/2013	11	5.5	0	61	2.2	488.8
09/02/2013	12	5.8	0	57	1.7	407.6
09/02/2013	13	6.6	0	51	1.8	531.7
09/02/2013	14	7.2	0	49	2.2	440.6
09/02/2013	15	5	0	63	4	119.5
09/02/2013	16	3.3	0	70	4	47.1
09/02/2013	17	1.3	0	78	2.9	3.2
09/02/2013	18	0	0	79	1.4	0
09/02/2013	19	-0.9	0	82	1.2	0
09/02/2013	20	-0.7	0	84	1.3	0
09/02/2013	21	-1	0	86	1.5	0
09/02/2013	22	-1.9	0	86	1.4	2.5
10/02/2013	23	-2	0	86	1.8	0
10/02/2013	00	-1.3	0	83	3.5	4.8
10/02/2013	01	-0.3	0	84	2	0
10/02/2013	02	-0.2	0	87	1.3	0
10/02/2013	03	-0.5	0	89	1.9	1.4
10/02/2013	04	-0.3	0	90	3.5	0
10/02/2013	05	-0.3	0	90	4.1	0
10/02/2013	06	-0.2	0	89	3.1	0
10/02/2013	07	-1.5	0	90	2.2	20.8
10/02/2013	08	-1	0	88	2.1	171.5
10/02/2013	09	1.6	0	80	2.2	316.6
10/02/2013	10	3	0	70	2.5	461.3
10/02/2013	11	4.2	0	61	1.3	554.1
10/02/2013	12	5.2	0	54	1.6	585.3
10/02/2013	13	6.2	0	51	1.8	599.8
10/02/2013	14	5.6	0	52	2.5	349.6
10/02/2013	15	6	0	50	2.8	319.6
10/02/2013	16	5	0	51	2.9	114.7
10/02/2013	17	2.9	0	71	2.9	5.8
10/02/2013	18	1.1	0	79	2.9	0
10/02/2013	19	0.1	0	79	3.4	0
10/02/2013	20	-0.2	0	76	3.4	0
10/02/2013	21	-0.5	0	74	3.1	0
10/02/2013	22	-1	0	75	2.8	0
11/02/2013	23	-1.3	0	79	3	0.9
11/02/2013	00	-1.1	0	82	1.9	0
11/02/2013	01	-1.1	0	82	2.2	0
11/02/2013	02	-1.1	0	83	1.2	0
11/02/2013	03	-1	0	83	1.3	0.9
11/02/2013	04	-0.7	0	83	2.4	2.1
11/02/2013	05	-0.5	0	83	2.3	0.7
11/02/2013	06	-0.1	0	81	2.4	1.8
11/02/2013	07	0.1	0	81	2	1.8
11/02/2013	08	0.5	0	82	2	29.1
11/02/2013	09	0.8	0.2	86	2.5	51.5
11/02/2013	10	0.6	0.2	90	2.8	49.2
11/02/2013	11	0.7	0.8	92	3.7	78.9
11/02/2013	12	1.1	0.4	91	3.8	69.9
11/02/2013	13	1.3	0.4	91	5.7	41.8
11/02/2013	14	1.2	1	91	5.2	34.2
11/02/2013	15	1.2	1.4	92	4.3	18.7
11/02/2013	16	1.7	0.6	92	2.5	13.4
11/02/2013	17	2.1	0.2	92	1.9	2.5
11/02/2013	18	1.8	0	93	1.7	3
11/02/2013	19	1.3	0	93	5	0
11/02/2013	20	0.6	0.2	93	5.4	0
11/02/2013	21	0.4	0	93	5.2	4.2
11/02/2013	22	0.6	0.4	91	6.5	0
12/02/2013	23	0.7	0	92	6.9	0.7
12/02/2013	00	0.7	0	92	5.9	1.6
12/02/2013	01	0.8	0	92	6	0
12/02/2013	02	0.8	0	92	5.5	0.9
12/02/2013	03	0.8	0	92	4.4	0.9
12/02/2013	04	0.9	0	92	4.9	1.2
12/02/2013	05	1	0	92	4	0
12/02/2013	06	1.1	0	92	3	3
12/02/2013	07	1	0	92	2.6	6.2
12/02/2013	08	1.2	0	92	4	54.2
12/02/2013	09	1.7	0	90	2.7	85.9
12/02/2013	10	2	0	89	2.2	98.5
12/02/2013	11	2.3	0	87	0.6	110.3
12/02/2013	12	2.6	0	84	0.6	100.9
12/02/2013	13	2.8	0	83	2.6	73.4
12/02/2013	14	3.1	0	83	2.8	105.5
12/02/2013	15	3.4	0	81	3.7	96.5
12/02/2013	16	3.2	0	83	3	28.8
12/02/2013	17	2.9	0	84	3.5	9
12/02/2013	18	2.2	0	87	1.8	0
12/02/2013	19	1.9	0	88	2	0
12/02/2013	20	1.5	0	89	1.7	0.2
12/02/2013	21	1.5	0	90	2.8	1.6
12/02/2013	22	1.4	0	89	3.2	0
13/02/2013	23	1.3	0	89	2.4	0.2
13/02/2013	00	1.4	0	88	2.4	0
13/02/2013	01	1.3	0	89	2.3	3.5
13/02/2013	02	1.3	0	90	3.5	0
13/02/2013	03	1	0	90	5	0
13/02/2013	04	0.5	0	90	4.2	3.7
13/02/2013	05	0.1	0	91	5	0
13/02/2013	06	0	0	93	4.3	0.7
13/02/2013	07	0.2	0	92	3.5	7.6
13/02/2013	08	0.6	0	91	5.1	101.5
13/02/2013	09	1.5	0	88	5.8	259.4
13/02/2013	10	1.7	0	89	5.5	317.6
13/02/2013	11	1.9	0	89	6.7	282.9
13/02/2013	12	2.6	0	88	6.2	366.5
13/02/2013	13	3.3	0	86	6.7	264.9
13/02/2013	14	3.5	0	86	6.2	333.9
13/02/2013	15	3.3	0	86	5.4	184.4
13/02/2013	16	2.4	0	88	4.8	40.6
13/02/2013	17	1.7	0	90	4.1	12.9
13/02/2013	18	1.2	0	91	4	0
13/02/2013	19	0.8	0	92	2.7	0
13/02/2013	20	1	0.2	92	3.3	0
13/02/2013	21	1.3	0.2	92	3.4	0
13/02/2013	22	1.5	0	91	3.8	5.8
14/02/2013	23	1.4	0	91	3.6	0
14/02/2013	00	1.2	0	91	3.6	0.7
14/02/2013	01	0.9	0	91	5	1.2
14/02/2013	02	1	0	90	4.1	0
14/02/2013	03	1.2	0	88	3.4	0.9
14/02/2013	04	1.6	0	87	3.6	0
14/02/2013	05	1.6	0	87	3.1	5.5
14/02/2013	06	1.3	0	88	2.9	5.1
14/02/2013	07	1.1	0	87	3.6	15.7
14/02/2013	08	1.2	0	86	3.7	52.2
14/02/2013	09	1.6	0	86	4.2	154.6
14/02/2013	10	3.4	0	82	5.2	366
14/02/2013	11	5.3	0	78	5.5	554.1
14/02/2013	12	7.6	0	71	5.1	571.4
14/02/2013	13	8.5	0	69	5.7	531
14/02/2013	14	8.5	0	65	5.6	448.4
14/02/2013	15	8.6	0	62	5.2	307.6
14/02/2013	16	7.9	0	65	2.9	127.2
14/02/2013	17	5.3	0	74	2.8	6.2
14/02/2013	18	2.7	0	76	1.7	0
14/02/2013	19	1.4	0	80	1.7	0
14/02/2013	20	0.4	0	82	1.3	0
14/02/2013	21	0.5	0	79	1.8	0
14/02/2013	22	-0.5	0	84	0.8	0
15/02/2013	23	-0.8	0	84	0.3	0
15/02/2013	00	-1.7	0	89	0.4	0
15/02/2013	01	-1.8	0	90	1.7	1.4
15/02/2013	02	-2.1	0	90	0.3	0.9
15/02/2013	03	-2.2	0	91	0.5	0
15/02/2013	04	-2.8	0	91	0.8	0
15/02/2013	05	-3.1	0	92	1.5	0
15/02/2013	06	-2.4	0	92	1.2	0.9
15/02/2013	07	-2.3	0	92	0.4	23.1
15/02/2013	08	-0.7	0	89	0.5	137.8
15/02/2013	09	1.5	0	85	0.9	189
15/02/2013	10	3.7	0	77	0.7	291.5
15/02/2013	11	5.7	0	68	1.5	437.8
15/02/2013	12	7.8	0	57	1	454.9
15/02/2013	13	8.6	0	55	1.8	309.2
15/02/2013	14	9.5	0	53	2	446.1
15/02/2013	15	9.8	0	56	2.1	297.5
15/02/2013	16	8.2	0	63	0.9	69
15/02/2013	17	6.7	0	73	0.9	16.2
15/02/2013	18	4.5	0	84	2.1	0
15/02/2013	19	2.9	0	86	2.1	0
15/02/2013	20	1.4	0	89	2.3	0
15/02/2013	21	0.3	0	89	2.1	0
15/02/2013	22	0.3	0	87	0.8	0
16/02/2013	23	-0.8	0	89	2.6	0
16/02/2013	00	-0.7	0	90	2.4	0
16/02/2013	01	-1.1	0	89	3	0
16/02/2013	02	-0.7	0	87	3.9	0
16/02/2013	03	-0.9	0	88	3.7	0
16/02/2013	04	-1.3	0	89	2	0
16/02/2013	05	-1.7	0	89	2.6	0
16/02/2013	06	-1.3	0	86	3	0
16/02/2013	07	-1.1	0	86	3	32.1
16/02/2013	08	0.3	0	85	2.8	178.6
16/02/2013	09	2.2	0.2	82	3.4	295.4
16/02/2013	10	4.3	0	78	3.1	293.3
16/02/2013	11	6.3	0	73	3.6	325.4
16/02/2013	12	8	0	66	3	513.5
16/02/2013	13	9.6	0	58	2.6	523.6
16/02/2013	14	9.9	0	57	2.6	370.6
16/02/2013	15	10.1	0	58	3.1	290.8
16/02/2013	16	9.5	0	62	2.7	128.3
16/02/2013	17	6.6	0	74	2	17.8
16/02/2013	18	3.6	0	80	2.1	0
16/02/2013	19	1.8	0	84	1.7	0
16/02/2013	20	1.1	0	84	2.4	0.5
16/02/2013	21	0.1	0	87	2	0
16/02/2013	22	-0.1	0	87	2.1	0
17/02/2013	23	-0.7	0	88	2.4	0
17/02/2013	00	-0.7	0	87	1.8	0
17/02/2013	01	-0.4	0	86	2.4	0
17/02/2013	02	-0.1	0	86	1.9	0
17/02/2013	03	-0.1	0	86	1.9	0
17/02/2013	04	-0.3	0	86	1.9	0
17/02/2013	05	0.2	0	89	1	0
17/02/2013	06	0.3	0	89	2.5	0
17/02/2013	07	-0.4	0	91	2	17.5
17/02/2013	08	0.4	0	89	2.1	123
17/02/2013	09	3.3	0	82	2.2	230.8
17/02/2013	10	5	0	74	2.1	375.7
17/02/2013	11	6.4	0	71	1.8	439.2
17/02/2013	12	8.5	0	65	1.9	591.7
17/02/2013	13	9.1	0	62	0.6	310.6
17/02/2013	14	8.8	0	63	2.5	160.4
17/02/2013	15	8.1	0	67	3.5	78
17/02/2013	16	6.7	0	74	1.1	55.2
17/02/2013	17	5.6	0	79	1.4	7.8
17/02/2013	18	4.6	0	83	0.7	0
17/02/2013	19	3.7	0	86	1.5	0
17/02/2013	20	3.2	0	87	1.5	0
17/02/2013	21	2.3	0	89	2.1	0
17/02/2013	22	2.2	0	88	3.1	0
18/02/2013	23	2.3	0	86	2.5	0
18/02/2013	00	1.7	0	88	1.6	0
18/02/2013	01	0.8	0	90	1.3	0
18/02/2013	02	0	0	91	1.3	0
18/02/2013	03	-1.3	0	92	1.8	0
18/02/2013	04	-1.8	0	93	2.4	0
18/02/2013	05	-1.8	0	93	2	0
18/02/2013	06	-1.7	0	90	3.6	0
18/02/2013	07	-1.6	0	88	2.5	33.5
