683986.993203,4927670.653606,80.4
683994.993203,4927666.653606,80.5
683994.993203,4927694.653606,79.6
683996.993549134,4927680.653609574,79.4
684002.993203,4927666.653606,80.8
684002.993203,4927694.653606,79.1
684006.993203,4927662.653606,81.4
684010.5933024316,4927681.053695065,77.8
684010.993203,4927658.653606,82.0
684010.993203,4927694.653606,79.2
684011.05713289,4927671.603330523,81.2
684014.993203,4927702.653606,84.0
684015.0432167256,4927687.728673895,77.8
684017.7057288513,4927664.871120994,82.7
684018.993203,4927654.653606,84.2
684021.6341764531,4927673.13444333,82.7
684022.993203,4927686.653606,77.8
684022.993203,4927698.653606,84.0
684022.993203,4927702.653606,78.8
684026.6595097149,4927662.987344915,85.3
684026.993203,4927650.653606,86.5
684029.6618431895,4927679.1551814135,84.0
684029.9931673805,4927692.653669735,78.5
684030.993203,4927702.653606,78.7
684034.993203,4927670.653606,85.9
684034.993203,4927646.653606,88.5
684034.993203,4927706.653606,78.7
684038.338969796,4927658.653575465,88.4
684038.993203,4927694.653606,82.0
684038.993203,4927686.653606,77.3
684038.993203,4927642.653606,89.4
684042.993203,4927638.653606,90.3
684042.993203,4927714.653606,78.6
684042.993203,4927730.653606,78.7
684042.993203,4927746.653606,79.0
684042.993203,4927762.653606,79.5
684042.9932861328,4927677.153808594,84.2
684042.9934295024,4927666.417613612,88.1
684043.3942900845,4927706.252653048,78.4
684043.5906181493,4927650.854885288,89.6
684046.993203,4927690.653606,76.8
684046.9932437837,4927738.653796642,78.5
684047.1606175202,4927658.784773749,89.4
684049.2476804171,4927753.526305922,78.5
684050.0023775317,4927701.050035767,78.3
684050.1427508773,4927682.377944828,81.2
684050.7052342253,4927727.517683627,78.3
684050.8619625393,4927644.894585066,91.3
684050.993203,4927670.653606,88.0
684050.993203,4927634.653606,92.1
684050.993203,4927762.653606,78.7
684051.1771492288,4927719.205631644,78.3
684053.7201164311,4927745.380578498,75.5
684054.5685113042,4927654.229117808,90.9
684054.993203,4927710.653606,75.7
